"sno","state","category","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
57,"Lakshadweep",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"Madhya Pradesh",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.575581395349,113.134615384615,125.035897435897,117.060542797495,153.667289719626,122.969194312796,143.429259259259,128.397590361446,124.784916201117,84.3257142857143,133.891949152542,100.638554216867
59,"Madhya Pradesh",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.7675906183369,77.7384615384615,91.4441056910569,89.8913494809689,96.3945249597424,97.5324298160697,126.630319767413,137.1850982456,129.186152099886,137.110335497835,118.238674275593,100.667636363636
60,"Madhya Pradesh",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.3555555555556,100.410526315789,71.0229885057471,51.4166666666667,68.7966101694915,98.5,53.6527777777778,51.2207792207792,84.7792207792208,84.0238095238095
61,"Maharashtra",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0832573289902,91.6658536585366,80.8287904599659,88.595,106.51890289103,114.478417266187,110.248717948647,123.519068845963,115.688849721707,108.025456292027,124.211416490486,108.352941176471
62,"Maharashtra",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9405599999999,67.3958020989505,59.7650602409639,85.3382409918636,96.4560862865948,88.4584603658537,95.159516798306,105.458303803449,98.6892760658506,96.6239851025028,98.691249436175,97.7426097972973
63,"Maharashtra",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2111111111111,49.4545454545455,58.821052631579,90.3267326732673,67.62,81.0865384615385,75.9423076923077,80.8163265306122,76.8453608247423,72.0808080808081
64,"Manipur",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"Manipur",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6785714285714,84.2,0,0,0,0,0,0,0
66,"Manipur",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"Meghalaya",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.386206897701,177.919191919192,137.777228915663,122.019417475728,136.342857142857,102.889705882353
68,"Meghalaya",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.20625,0,60.875,64.3913043478261,71.5384615384615,77.8604651162791,76.7666666686326,66.7973333333333,56.7561403508772,46.2902033271719,46.4285714285714,41.5025
69,"Meghalaya",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"Mizoram",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"Mizoram",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8562874251497,38.8576512455516,39.5544217687075,37.3042071197411,0,41.5961538460897,39.5217864923856,54.3262411347518,48.333914559721,43.069883040886,39.9418181818182
72,"Mizoram",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"Nagaland",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"Nagaland",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.4180790960452,0,78.6086956521739,72.9858490566038,67.4423076923077,72.3842592592593,79.4888888888889,72.4424460431655,82.3413461538462,0,92.786432160804,0,107.812030075188
75,"Nagaland",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"Odisha",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3002839116719,86.3923611111111,85.024861878453,86.4168734491315,97.0776699029126,104.438172043011,107.271288888507,0,99.0927559055118,95.2600806451613,101.09009009009,97.1976744186046
77,"Odisha",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9298611111111,72.4559270516717,75.0301556420233,72.8519710378118,79.1428571428571,78.5593073593074,77.3946936378541,92.9346781942363,79.220864321608,82.9544538493954,85.3514644351464,85.308938547486
78,"Odisha",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
